,airline_sentiment,text,wordCount
14208,0,@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(,25
4846,0,@SouthwestAir why does the customer service have rather inconsistent information,10
10275,0,@usairways we've been on hold for 2 hours trying to reschedule our Cancelled Flightled flight. Can anyone out there please help us?,22
13401,0,"@AmericanAir It's our honeymoon,I paid extra business. I was sitting next to my bride, you bumped me because of status. Disgusted",21
4319,0,"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",25
2157,0,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,18
2244,0,@united From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.,28
12429,0,@AmericanAir she has  the guy u served drinks 2  til he needed awheelchair to get off the plane is a more important then the assaulted women,26
13996,0,@AmericanAir what happened?? We didn't get a notification about a departure Cancelled Flightation tomorrow. Why will it take 2 hrs to talk to someone,24
6471,0,@SouthwestAir flight yesterday Cancelled Flighted. Got to airport 4am today for an on time flight w was delayed Cancelled Flighted than reinstated which caused,24
2629,0,"@united you should change your name to United Incompetence. No flight until Monday, have to take a 7 hour drive now to get to my flight!",26
8737,0,"@JetBlue honestly I’m glad you didn’t Cancelled Flight the flight, just that I’ll be driving home at 3-4 am now. :/",21
8234,0,"@jetblue well, we're on our way now, but more than half my tv channels are just static. 😔",18
10056,0,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay...",20
4842,0,@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.,23
5414,0,@SouthwestAir I'm going to need you to answer your phones. Being on hold for an hour isn't okay.,18
4087,0,@united poor old United: never seem to get the response right :),12
13972,0,"@AmericanAir my flight from VCP to JFK was delayed and now it has been Cancelled Flighted, what should i do?",20
10208,0,@USAirways took me 4+ hours to book flights yesterday due to system errors between you and @AmericanAir. paid $320 extra due to time lapse,24
9985,0,"@USAirways I sympathize re:weather issues, but when times get tough, call in more folks. Over two hours on hold for 4-minute fix. #FAIL",23
4452,0,"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",19
14040,0,"@americanair Plz bring more agents up to DFW AA Cstmr srvc ctr gates A, there are only 2 agents and 100+ ppl... http://t.co/uCvEU2hurZ",23
13907,0,@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.,18
6112,0,@SouthwestAir I am going to stop flying with you.  Delays everytime.  This time due to paperwork?,16
3837,0,@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,28
10309,0,@USAirways thank you for leaving my 74 y/o grandma stranded because connecting flt could not wait 10 minutes. I will never fly you again,24
10078,0,"@USAirways, I know you're dealing with the weather, but @PHLAirport is a hot mess. Pls send reinforcements",17
14568,0,@AmericanAir i was spoken 2 like I'm an idiot and that is not OK!! I don't need to deal w/ that esp after the travel experience I've had,28
14634,0,@AmericanAir right on cue with the delays👌,7
4144,0,@united But I got a bad exchange rate so want my money back. Please can you refund without penalty.,19
10312,0,@USAirways can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!,26
5945,0,@SouthwestAir you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..,25
2365,0,@united have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals,23
191,0,@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,20
14411,0,@AmericanAir  flight to dca I need to change asap help can't get through,13
821,0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",16
4323,0,"@united and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion",26
8210,0,@JetBlue the departure time keeps getting Late Flightr.  I'll be lucky if I'm home by 3am,16
10711,0,@USAirways you have to be crazy! Treated my mom very poorly. Not happy! #usairwaysfail,14
13729,0,@AmericanAir so what are you going to do for me since I can't take the option you gave me. What type of refund will you do for me?,28
2097,0,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo,23
6678,0,@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?,24
13175,0,@AmericanAir That will be the third time I have been called by 800-433-7300 an hung on before anyone speaks. What do I do now???,24
5913,0,@SouthwestAir no one has answers...no one can help. There is always a different story to why my and my fiancee' can't be helped.,23
10360,0,@USAirways it was your fault the flight was delayed to begin with. I shouldn't have to check my bag if there's a bunch of space,25
7619,0,@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .,21
3278,0,@united can you you think about hiring some baggage attendants at EWR? Been waiting for bags for 1 hr. United = overcharged&amp;underserved,22
13189,0,@AmericanAir 6 hours to get backs back after being sat on a plane for 4 hours to have flight Cancelled Flightled with only one small drink,26
8724,0,"@JetBlue That makes sense. It sucks, though, because now I'll be stuck in the airport for 5+ hours and Late Flight to my meeting.",24
4042,0,@united you already have vomit so you are halfway there,10
676,0,"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",21
13918,0,@AmericanAir You could only get us on a flight 30 minutes before the funeral starts. We're stranded in Dallas w/o luggage for 2 days,24
1826,0,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""",24
7587,0,@JetBlue Appreciate the heads up at 10:45 that my 11am flight was delayed bc the crew is stuck in Boston #communicationFAIL #dobetterJetBlue,22
2926,0,"@united I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast.",23
115,0,"@VirginAmerica should I be concerned that I am about to fly on a plane that needs to be delayed due to a ""tech stop""?",24
14572,0,"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome.",24
13926,0,@AmericanAir delta rerouted 6 of my bags onto aa977 MIA-CUR. How can I see if they made it onto the flight?,21
2545,0,@united it's been booked into first class with curbside delivery 24 hours from now. I'm counting on it! #TeamUSA,19
3345,0,@united As it always is. Helps to communicate to customers.,10
12046,0,"@AmericanAir sorry so Late Flight, responded to your DM.",9
9976,0,@USAirways is absolute crap this week!!,6
7696,0,@JetBlue we are well aware. Insufficient info. No options.,9
2770,0,@united Yes but unbelievable.  Should have a free fare lock,10
11527,0,@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?,27
14138,0,@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.,23
6359,0,@SouthwestAir  flight at 630 from fll kiosk just opened. Rude attendants because now everyone is Late Flight. http://t.co/2Boh2Mh3cb,18
2337,0,@united please don't take my membership away :(,8
11710,0,@USAirways how are you even still in business? i have been trying to call for hours. this is pathetic.,19
13379,0,"@AmericanAir Supervisor M.Robinson just served a lot of attitude, Cancelled Flighted my flight out of spite, then put me back on on #crazybitch",23
13796,0,"@AmericanAir You should really help @Cowboycerrone out, you are getting a TON of bad publicity right now #WillNeverFlyWithYou",18
2126,0,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv,23
13266,0,@AmericanAir your staff at JFK airport are discussing the way we we're left stranded,14
11596,0,"@USAirways 5 hr flight delay and a delay when we land . Is that even real life ? Get me off this plane , I wanna go home 👠👠👠 (3 heel clicks)",32
4793,0,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.),21
10201,0,@USAirways lost bags. Cant reach human. delivery driver says he won't give us carseat until we return loaner. We hv NO loanr.5084773604 HELP,23
13807,0,@AmericanAir but at least your automated message gives me info about your merger w/ @USAirways. Another airline I know to avoid.,21
96,0,@VirginAmerica I can't check in or add a bag. Your website isn't working. I've tried both desktop and mobile http://t.co/AvyqdMpi1Y,20
4193,0,.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2,23
